"Id","Sentiment","Text"
919,"neutral","beliau ini emang dari dulu suka becanda sama saya kalo cocok karena emang sama suka nyeletuk eh kok beliau nyelet "
920,"neutral","aku nk pesan siapa yg ada teady bear patung kt rumah tu buanglah malaikat enggan masuk rumah yg ada patung bila malaik "
921,"neutral","smoke alasan sebab nak release tension bagi aku bodoh teruk banyak lagi cara kot"
922,"neutral","bjbms adalah layanan perbankan yang dapat kamu gunakan untuk bertransaksi perbankan melaluims di ponselmu sehingga ka "
923,"neutral","psim kamu tidakendiri boys on tour "
924,"neutral","aku teh kurang suka minum air putih kalo di tempat jajan rasanya suka beda beda "
925,"neutral","ga yg ini aku masih pilih2 pemenangnyausah komentarnya pada bagus2 jdi bingung pilihnya tunggu sebentar lg okem "
926,"neutral","kalau rindu aku nak bagitahu ni whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai "
927,"neutral","gaa aku sukanya kang daniel"
928,"neutral","aku pun nak jumpa hmm "
929,"neutral","mamak ni nak try aku ke apa "
930,"neutral","assalamualaikkum para pembaca kisah ni berdasarkan kisah benar yang aku alami pada tahun 2004 lokasi di sebuah taman diu "
931,"neutral","so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei "
932,"neutral","ni nak femes je sebenarnya "
933,"neutral","untuk thread aslinya ada dibawah ini aku cuma mau memperjelas karena orang orang tahunya thaad sudah selesai dan m "
934,"neutral","pls ideal cut in indonesia fanuppo bagi yang datang untuk konser ideal cutvt di indonesia aku akan bagikan 50 b "
935,"neutral","top 5 super40era haaaa tepokkkk 1ampai bila 2 tak pernah hilang amp "
936,"neutral","yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j "
937,"neutral","wisata mah depok kaga ada apaan coba kebon ui gitu kalo kulin "
938,"neutral","dm aku ya aku gabisa dm "
939,"neutral","orang lain diam diam ubi berisi aku pulak diam diam perut berisi"
940,"neutral","aku rasa kalau aku tak hisap rokok mesti aku main bola sama mcm cr"
941,"neutral","korang buat lah apa yg korang nk buat aku dah tak kisah"
942,"neutral","rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias "
943,"neutral","minuman yang bukan anak seumurku pesan minuman bapak2 wkwkw contoh ya kl di starbak aku pesan black tea l "
944,"neutral","kena game bapak ahhhhh wey geng tak semua laki boleh terima masa silam yg gelap seseorg pmpn tau even aku send "
945,"neutral","aku tkprnh bagi dia tdr dlm bilik aku lepastu tula naik kepala"
946,"neutral","margaret thatcher bilang meskipun aku bisa berjalan diatas air tetap saja mereka akan berkata dia tak bisa berenang "
947,"neutral","sebab lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between 2 hemisphere left "
948,"neutral","giveaway karena aku janji kalo dapet tiket sos akan ga dan karena hari ini harinya han jisung jadi mari kita rayakann a "
949,"neutral","sama kaya aku yang feelingnya kuat ibuku pun sama mungkin ibuku tau aku mau beli 4 slogan lagi jadi kemarin ibu "
950,"neutral","memang aku hari2 ngadap pun dah bosan "
951,"neutral","aku menyusul tk lama lg "
952,"neutral","jawaban dari pertanyaan kamu terima kasih utk pertanyaannyaemoga bermanfaat kiaara "
953,"neutral","uang 100 ribu dapet cabe cabean rasa bawang"
954,"neutral","acc aku aja gapapa "
955,"neutral","naha aku "
956,"neutral","han tuah dtg lepak in the future nilah jadinya "
957,"neutral","biasa aku bayar advance "
958,"neutral","ketuk aku ketuk aku "
959,"neutral","darren aku mau minta fs "
960,"neutral","oke aku yupi hai teman seperseulminq wkwkwk"
961,"neutral","woi jom ah the nun anjir tul aku dok tgk lagi "
962,"neutral","giveaway pulsa 5k untuk dua orang aja gausah follow gapapa flop bodo amat yang pentingesuai janji kiw close tgl 15 "
963,"neutral","submit in pdf instead of pptx okay je kan bukan apa aku risau convert to pptx nanti miss takboleh nak read"
964,"neutral","halooo jadi karna aku udah janji kalo dapet tiket spotify on stage bakal giveaway liptint aku mau giveaway liptint tonymoly "
965,"neutral","nah klo yg gini baru ibu camat jeles tingkat negara a p aku cinta jendral mungkin wefie dan batako "
966,"neutral","aku kalau makan dekat sini mesti tambah nasi haha sebab sup amp sambal dia mmg power nasi kerabu rm3 nasi ayam penyet rm7 "
967,"neutral","dan aku baru tau kenapa polaroidku kemarin cuma nge pas 9 margin pagenya kekecilan "
968,"neutral","jaga umi kt hospital pastu jaga atok pulakemoga allah berkati segala urusan aku "
969,"neutral","pengalaman member aku masa dia sekolah cikgu dia perlekehkan cita cita dia sampai sekarang dia terasa cikgu dekat lua "
970,"neutral","semalam ada makwe kelam kelibut naik tangga siap meluru masuk rumah sebab igt aku ikut dia butoh rumah sewa aku depan ru "
971,"neutral","me lepas tolong buka pintu untuk orang tapi dia tak cakap thanks "
972,"neutral","kalau aku jumpa amelia dgn bala ni mmg aku tumbok dorg ' "
973,"neutral","see bukan aku sorang je aku dah cakap dah yang aku tak bodoh kekadang je bila situation tu macam ni ah "
974,"neutral","aku sedar satu benda yg dp twitter aku ni cam pandang masa depan"
975,"neutral","hi guys aku rasa macam nak cerita pasal hamba allah ni yg dilahirkan as a normal person tapi sejak 2 tahun lepas dia cac "
976,"neutral","iiihhh kok kamu tau sih kamu mantan temennya ya "
977,"neutral","lupakan sekejap je nanti lepas pt3 aku ingat balik okey"
978,"neutral","ni nak femes je sebenarnya "
979,"neutral","dh kenapa kena pergi world economy forum mana menteri ekonomi at least menteri kewangan la kan dh kenapa m "
980,"neutral","ni yg aku mkn selama 23 hari "
981,"neutral","orang umum tuh masih bilang ngapain sih kamu koreaan mulu mereka liatnya aku seneng terus kali ya padahal pas aku d "
982,"neutral","iya dan sekarang aku butuh "
983,"neutral","gatau aku pakenya madu asli hehehe"
984,"neutral","bukan kolej je sekolah pon macam tuhh"
985,"neutral","aku kumpul rm100 beli emas saiz kecik nanti agak2 berderet boleh tukar bentuk cincin ke gelang tap "
986,"neutral","kamu ga pgn ikutan bikin cerita crazyrichsurabayan "
987,"neutral","dalam instagram facebok twitter cantik depan depan takde la cantik mana bagitahu akuekarangiapa je yang nak upl "
988,"neutral","ma aku ajah"
989,"neutral","sini beli sama aku zoee"
990,"neutral","kamu udah bilang ke si bapak aku mau kerumah"
991,"neutral","ayo yoongi ngaku gak kamuwami dya "
992,"neutral","bener banget nih kalopun milih antara ayah ibu mereka pasti nyaranin aku bawa adik kakak dongg"
993,"neutral","ini aku kalo kelas mulai jam segini "
994,"neutral","iya pengen kepo2 makanya pengen banyakin mutuals ikonic hehe aku gampang oleng nihekarang aja lagi oleng ke hanbin huhuhu"
995,"neutral","nnti senin yah aku update hehe kmren ada kesalahan jd lama sampenya "
996,"neutral","yatapi kalau ga ada bapak negara aku ga kebayang sih gimana aku bisa lewatin usia 25 ke atas dengan baik baik saja tsai "
997,"neutral","ada awek tegur aku panggil aku victor kan bagus kalau dia panggil aku victory "
998,"neutral","aku udah ulang beberapa kali videonya detik demi detik seakan mayatnya pengen nyebur "
999,"neutral","kamu berani enggak bung meninggalkan popularitasmu "
1000,"neutral","tumpahin ke sini sayang trus aku jilat kepala konti kamu "
1001,"neutral","benda simple je ph jadi kerajaan selepas 9 mei menteri kewangan paling bangang dalam sejarah malaysia bandingkan "
1002,"neutral","aku as softstan "
1003,"neutral","katanya perbaikan giziagala dipesen dan beliau berkata 'de satenya kamu yg abisin yah mas pasti kekenyangan' "
1004,"neutral","nih aku mam seblak "
1005,"neutral","siksik tak tanya la kamu ki sapaaaaaaaaaa wkwk"
1006,"neutral","broimak video ini ribka tjiptaning penulis buku aku bangga jadi anak pki dia setuju pki harus tetap ada yang pasti d "
1007,"neutral","buah oren ni lagi ploles dari kulit muka aku sial "
1008,"neutral","pernah makan di der carbin bistro bandareri alam masai jb tak pernah solat di ruang solat kontena kat bawah tu tak in "
1009,"neutral","alhamdulillah traktir aku bakso nder"
1010,"neutral","arghhhh sedap sial aku cam ni please "
1011,"neutral","iyaa aku mikirnya gitu kaa awalnya mau aku coba buka dalemnya tp mikir kalau rusak total aku harus kemana "
1012,"neutral","mesin sudah jalan ha ha ampun ya demo nunggu komandan "
1013,"neutral","siap private jet aku siapkan"
1014,"neutral","keburu kenyang aku yin "
1015,"neutral","mamak ni nak try aku ke apa "
1016,"neutral","visualisasinya pakai beginian tapi maaf yah mau aku konsumsi sendiri ajah "
1017,"neutral","dekat shopee ada jual perhatian tak kalau ada aku nak beli "
1018,"neutral","hai aku ada sediakan servis printing kad kahwin di area johor bahru melaka danenawang kalau luar kawasan boleh diuru "
1019,"neutral","aku pake yg wardaah tp mau nyoba punyanya emina"
1020,"neutral","nnt kl pas kesana wajib beli yg mala aku gk tau berapa kali lebih pedes dr yg biasa yg pst bibir lg "
1021,"neutral","aku di sini "
1022,"neutral","baru minggu lepas aku tengok cerita biar betul acappan berlakon jadi orang estetalam takziah buat keluarga acappanel "
1023,"neutral","aku tgk survey camp yg sem 5 pegi cm best mcm la tapi tak tau la realitinye cm nebb pensyarah kata part naik "
1024,"neutral","kok akuih kak"
1025,"neutral","aku di twitter bacod tp sesungguhnya aku pendiam ko"
1026,"neutral","giveawayas rt aja follow kalo bisa kalo nga bisa yauda rep apa aja aku bete hehe biar bisa mentionan hwuwuwhwu gud "
1027,"neutral","malu sama ketiak kamu yang hitam kami punya cream ajaib impo thailand mau 2232ba5f 082240585812"
1028,"neutral","tiap hari jumaat mesti aku makan sorang bukan setakat jumaat hari biasa pun kadang aku makan sorangebabnya off "
1029,"neutral","hang takleh macam tu yat nanti kami semua dah habis takdak dekat sini dah reem2018 ytjt time dia cakap macam ni a "
1030,"neutral","nikah sama cp eh taunya cp aku itu temen kelas sebelah "
1031,"neutral","ya aku gamau tau aku maunya yang paling gede "
1032,"neutral","tulis dua duanya kalo 65k doang seolah olah kamu untung 65k padahal realnya kan kamu cuma punya untun "
1033,"neutral","aku sini"
1034,"neutral","kalau aku main yelling game ni mesti jiran ingat yang aku tengah kena sawan babi "
1035,"neutral","kamu mau ngodein apa ke dia coba sampein sini "
1036,"neutral","maaf ya kamu aku bub "
1037,"neutral","maaf kemarin aku dapet emas asian games jadi bebas wamil "
1038,"neutral","petang tadi dok lepak2 pantai lepas tu perasan ada dua awek dok tonggeng2o aku decide utk datang dekat depa tanya buat a "
1039,"neutral","aku tak kesah pun sapa yang jadi presiden uiam walaupun dah habis blaja kat situ aku still tak boleh terima orang luar semak n "
1040,"neutral","terselepet rambut irenge wonpil aku mak"
1041,"neutral","giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo "
1042,"neutral","help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering bgt kerumah dan tidur di ku "
1043,"neutral","my 95z udah setahunan kita kenal dari jaman kita ketemu di siliters sampai sekarang 3 masih awet jadi temen aku janga "
1044,"neutral","mamak ni nak try aku ke apa "
1045,"neutral","anti aging by novage tahukah kamu kalau penuaan dini adalah hal yang paling ditakuti apakah kamu salah satun "
1046,"neutral","mfs folowan rt ja ntar aku folow follback tpi"
1047,"neutral","bro dalam islam wife wives come first then your children then baru your parents that's why anak anak jangan tertido "
1048,"neutral","2hare retweet repost informasi tentang kuis ini pada akun sosial media kalian dan tag mention 10 orang teman kamu "
1049,"neutral","al quran is the answer for everything that happens in this world termasuk alam semesta ini gimanaetiap permasala "
1050,"neutral","ini bukan akun fake yah asli testi dan amanah jangan basa basi atau aku blok open buat hari ini say lagi promo lag "
1051,"neutral","dalam handbag mesti ada wet tissue sanitizer compac powder lipstick purse handphone powerbank makeup brush "
1052,"neutral","someone tolong kutip dia aku tak larat dah nak simpan member bodo cmni "
1053,"neutral","dm nama hotelnya nder aku nanti study tour jg ke jogja "
1054,"neutral","bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga "
1055,"neutral","gimana ini aku mau les tapi nggak megang uang"
1056,"neutral","aku di asinin chloe "
1057,"neutral","kak nia aku ikut"
1058,"neutral","baca ni "
1059,"neutral","menyambut aku to dut"
1060,"neutral","tadi kan aku ada kerja kelompok gitu ceritanyaama anak multi fakultas ada anak hukum yang sangat uwu duduknya depan aku"
1061,"neutral","bagi aku je lah kacang tuuu "
1062,"neutral","hiiii rachel met siang venusmagazine aku mo request lagunya bcl judulnyaun "
1063,"neutral","eh anak siapa ini apakah tersesat halo apakah kamu tersesat tanyanya sembari menyajajarkan ti "
1064,"neutral","disaat pakai bhsa indonesia lalu membahas dg istilah2 yg jarang dipakai saja aku udah kebingungan "
1065,"neutral","kudungan dan lipstikkan dulu ded siapa tahu dikirimin tiket "
1066,"neutral","akuiap2 paham setengah2 mas nek ngene carane "
1067,"neutral","aku mau hetalia "
1068,"neutral","ya allah best sungguh tdi ddk sebaris dengan crush masa baca yassin tdi bila abis baca dia cium yassin ras "
1069,"neutral","kan kujadikan semua nyata bukan lagi cuma khayalan semataabar aku masih berusaha untuk mendapatkan kamu kekasih"
1070,"neutral","definisi cemburu menurut kamu apa ekspresi takut kehilangan "
1071,"neutral","aku nanti dateng sama jjh"
1072,"neutral","dieminar relationship blueprint kamu dan pasangan akan belajar kerja sama membangun kesepakatan dan kompromi hubungan "
1073,"neutral","aku akan cuba sabar dengan kau tapi bila aku dah penat sorry lah "
1074,"neutral","teruntukmu tuan katamu akan membunuhku dengan puisimu cobalah tuan bila engkau berhasil menusuk hingga palung "
1075,"neutral","dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha"
1076,"neutral","aku baca smbil menyanyi hermm "
1077,"neutral","thread jika kamu masih kuliah baru lulus masih cari kerja ini cara paling ampuh untuk memulai segalanya 'aat kam "
1078,"neutral","fast giveawayesuai janji ga pulsa tp terserah aku nominalnya brp doain semoga barang dr temenku smpe di rumahku "
1079,"neutral","samau telanjang yg penting kamu itu cewe ibu janda atau istri orga mau kasih telanjang sama kamu "
1080,"neutral","biar bapak ibu saja yg pergi aku tinggal di bumi ga bisa milih salah satu "
1081,"neutral","bila nak pulang duit aku tuuuwww"
1082,"neutral","yuk gabung grup goyanghopee aku bonus koin hingga 100 dengan main bersama grup "
1083,"neutral","kalo aku ambil sklian woonie nya gmn "
1084,"neutral","adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better "
1085,"neutral","tolonglah exam osce lepas ni tayah bagi soalan atau arahan panjang2 dah nervous tak baca soalan dah aku tgok m "
1086,"neutral","pandangan aku tentang hubungan antara sains amp agama ini adalah bebenang "
1087,"neutral","eike so utang nya segera dibayar ya kan kemarin ente bisa makan2 sm xxx mu temen "
1088,"neutral","ni nak femes je sebenarnya "
1089,"neutral","luar dalam diaorg jela tahu okay ke tk hmm tak payah cerita diaorg dapat agak haa aku ni complicated hahaha"
1090,"neutral","haah aku beli tiket online aku beratur untuk print tiket dari pkul 7 30 sbb tiket pkul 8 tah kenapa masetu rama "
1091,"neutral","emang nun gigit kak aku belum nonton "
1092,"neutral","hopefully lepas ni simpan dkt bank tapi ada risiko anai2 moden pulak yg makan "
1093,"neutral","maafin huhu hayuu atuh sini dateng ke wisuda aku besok hehe"
1094,"neutral","klo aku to the point wae oom "
1095,"neutral","eh kenalan yuk kak aku afa 03liner hehe "
1096,"neutral","berarti aku anak kapan kemarin lusa "
